words	interaction_word	label
" was coexpressed with PROTX0 in sf9 insect cells ,  the PROTX0 -  PROTX1 complex had kinase activities for PROTX0 ,  "	"complex"	1
" in sf9 insect cells ,  the PROTX1 -  "	""	1
" in sf9 insect cells ,  the PROTX1 -  PROTX0 complex had kinase activities for PROTX0 ,  PROTX0 ,  and the "	"complex"	1
" was coexpressed with PROTX0 in sf9 insect cells ,  the PROTX0 -  PROTX1 complex had kinase activities for PROTX0 ,  PROTX0 ,  and the "	"complex"	1
" may be important targets for phosphorylation by the "	"targets"	1
" of proteins and PROTX0 may be important targets for phosphorylation by the "	"targets"	1
" ligands ,  troglitazone and 15 - deoxy - Delta(12 , 14 )  prostaglandin J(2 )  ,  but not PROTX0 agonist Wy14643 ,  inhibited "	"inhibited"	1
" agonist Wy14643 ,  inhibited "	"inhibited"	1
" was restricted to the "	""	1
" physically associates with transcriptional factor PROTX2 regulating the PROTX0 promoter ,  blocking "	"associates"	1
" physically associates with transcriptional factor PROTX0 regulating the "	"associates"	1
" regulating the "	"regulating"	1
" in T lymphocytes and could suggest a previously unrecognized clinical potential for PROTX1 ligands as immunotherapeutic drugs to treat T - cell - mediated diseases by targeting "	"mediated"	1
" is upregulated by "	"upregulated"	1
" promotes coprecipitation of "	"coprecipitation"	1
" promotes coprecipitation of PROTX0 with "	"coprecipitation"	1
" with "	""	1
" is involved in "	"involved"	1
" receptors alpha ( PROTX0 )  ,  and activation of "	"activation"	1
" and PROTX0 to their receptors and investigated the influence of "	"influence"	1
" to their receptors and investigated the influence of "	"influence"	1
" from "	""	1
" concentrations responsible for biological activity (1 - 20 pm )  and may have an important role in "	"activity"	1
" is detected only when "	""	1
" is detected only when "	""	1
" is detected only when PROTX0 is co - expressed with "	"expressed"	1
" is co - expressed with "	"expressed"	1
" and PROTX1 in the absence of GDNF and demonstrate that the high affinity binding can be measured only when "	"binding"	1
" is an PROTX2 - binding protein that antagonizes the function of "	"antagonizes"	1
" has a positive growth effect on gonadal tumor cells in culture and directly causes the cancer cachexia - like syndrome in "	"effect"	1
" antagonist such as "	"antagonist"	1
" antagonist such as PROTX0 can act as a physiological modifier ,  either locally or via the serum ,  to block the PROTX1 - mediated cancer cachexia - like syndrome in "	"mediated"	1
" can act as a modulator of tumor growth and the "	"act"	1
" can act as a modulator of tumor growth and the PROTX0 - induced cancer cachexia - like syndrome in "	"induced"	1
" - induced cancer cachexia - like syndrome in "	"induced"	1
" and PROTX0 in response to chemokines such as "	""	1
" in response to chemokines such as "	""	1
" and "	""	1
" and "	""	1
" to down - regulate "	"regulate"	1
" ,  these residues define a surface on PROTX1 critical for "	""	1
" alleles bind to PROTX2 with high affinity ,  so the role of "	"bind"	1
" ( PROTX1 )  plays a central role in apoptosis: interaction of this protein with "	"interaction"	1
" ,  "	""	1
" ,  PROTX0 ,  "	""	1
" ,  PROTX0 ,  PROTX0 ,  "	""	1
" ,  PROTX0 ,  PROTX0 ,  PROTX0 ,  "	""	1
" ,  PROTX0 ,  PROTX0 ,  PROTX0 ,  "	""	1
" ,  PROTX0 ,  PROTX0 ,  PROTX0 ,  PROTX0 ,  replication factor C ,  DNA topoisomerases I ,  II ,  and "	""	1
" ,  "	""	1
" ,  PROTX0 ,  "	""	1
" ,  PROTX0 ,  PROTX0 ,  "	""	1
" ,  PROTX0 ,  PROTX0 ,  "	""	1
" ,  PROTX0 ,  PROTX0 ,  PROTX0 ,  replication factor C ,  DNA topoisomerases I ,  II ,  and "	""	1
" ,  "	""	1
" ,  PROTX0 ,  "	""	1
" ,  PROTX0 ,  "	""	1
" ,  PROTX0 ,  PROTX0 ,  replication factor C ,  DNA topoisomerases I ,  II ,  and "	""	1
" ,  "	""	1
" ,  "	""	1
" ,  PROTX0 ,  replication factor C ,  DNA topoisomerases I ,  II ,  and "	""	1
" ,  PROTX0 ,  replication factor C ,  DNA topoisomerases I ,  II ,  and "	""	1
" ,  replication factor C ,  DNA topoisomerases I ,  II ,  and "	""	1
" ,  replication factor C ,  DNA topoisomerases I ,  II ,  and "	""	1
" )  and "	""	1
" ,  PROTX0 ,  as well as proliferating cell nuclear antigen ( PROTX0 )  ,  tightly associate with each other in the complex ,  whereas PROTX0 ,  PROTX0 ,  and several other components were found to interact with the synthesome via a direct contact with only PROTX0 or "	"interact"	1
" ,  as well as proliferating cell nuclear antigen ( PROTX0 )  ,  tightly associate with each other in the complex ,  whereas PROTX0 ,  PROTX0 ,  and several other components were found to interact with the synthesome via a direct contact with only PROTX0 or "	"interact"	1
" or "	""	1
" ,  "	""	1
" ,  PROTX0 ,  as well as proliferating cell nuclear antigen ( PROTX0 )  ,  tightly associate with each other in the complex ,  whereas PROTX0 ,  PROTX0 ,  and several other components were found to interact with the synthesome via a direct contact with only "	"interact"	1
" ,  as well as proliferating cell nuclear antigen ( PROTX0 )  ,  tightly associate with each other in the complex ,  whereas PROTX0 ,  PROTX0 ,  and several other components were found to interact with the synthesome via a direct contact with only "	"interact"	1
" ,  PROTX0 ,  and several other components were found to interact with the synthesome via a direct contact with only "	"interact"	1
" ,  PROTX0 ,  and several other components were found to interact with the synthesome via a direct contact with only PROTX0 or "	"interact"	1
" ,  PROTX0 ,  and several other components were found to interact with the synthesome via a direct contact with only PROTX0 or "	"interact"	1
" ,  PROTX0 ,  as well as proliferating cell nuclear antigen ( PROTX0 )  ,  tightly associate with each other in the complex ,  whereas "	"complex"	1
" ,  as well as proliferating cell nuclear antigen ( PROTX0 )  ,  tightly associate with each other in the complex ,  whereas "	"complex"	1
" ,  PROTX0 ,  and several other components were found to interact with the synthesome via a direct contact with only "	"interact"	1
" ,  "	""	1
" ,  PROTX0 ,  as well as proliferating cell nuclear antigen ( PROTX0 )  ,  tightly associate with each other in the complex ,  whereas PROTX0 ,  PROTX0 ,  and several other components were found to interact with the synthesome via a direct contact with only PROTX0 or "	"interact"	1
" ,  as well as proliferating cell nuclear antigen ( PROTX0 )  ,  tightly associate with each other in the complex ,  whereas PROTX0 ,  PROTX0 ,  and several other components were found to interact with the synthesome via a direct contact with only PROTX0 or "	"interact"	1
" or "	""	1
" ,  and several other components were found to interact with the synthesome via a direct contact with only PROTX0 or "	"interact"	1
" ,  "	""	1
" ,  PROTX0 ,  as well as proliferating cell nuclear antigen ( PROTX0 )  ,  tightly associate with each other in the complex ,  whereas PROTX0 ,  PROTX0 ,  and several other components were found to interact with the synthesome via a direct contact with only "	"interact"	1
" ,  PROTX0 ,  as well as proliferating cell nuclear antigen ( PROTX0 )  ,  tightly associate with each other in the complex ,  whereas PROTX0 ,  "	"complex"	1
" ,  as well as proliferating cell nuclear antigen ( PROTX0 )  ,  tightly associate with each other in the complex ,  whereas PROTX0 ,  PROTX0 ,  and several other components were found to interact with the synthesome via a direct contact with only "	"interact"	1
" ,  as well as proliferating cell nuclear antigen ( PROTX0 )  ,  tightly associate with each other in the complex ,  whereas PROTX0 ,  "	"complex"	1
" ,  and several other components were found to interact with the synthesome via a direct contact with only "	"interact"	1
" ,  and several other components were found to interact with the synthesome via a direct contact with only "	"interact"	1
" ,  and several other components were found to interact with the synthesome via a direct contact with only PROTX0 or "	"interact"	1
" ,  PROTX0 and PROTX0 is dependent of the synergistic effect of both the Ca2+ / calmodulin and the "	"effect"	1
" and PROTX0 is dependent of the synergistic effect of both the Ca2+ / calmodulin and the "	"effect"	1
" ,  which regulates the levels of "	"regulates"	1
" [2 - 5] ,  a component of the cell cycle machinery that operates during G1 phase by activating PROTX2 ( "	"activating"	1
" -  PROTX0 complexes also requires "	"complexes"	1
" complexes also requires "	"complexes"	1
" -  "	""	1
" act on a family of PROTX0 - associated transcriptional repressors typified by the retinoblastoma protein ( PROTX0 )  to bring about a transcriptional program that promotes passage through S phase [7 - 9] ,  but can also activate DNA replication independently of "	"repressors"	1
" - associated transcriptional repressors typified by the retinoblastoma protein ( PROTX1 )  to bring about a transcriptional program that promotes passage through S phase [7 - 9] ,  but can also activate DNA replication independently of "	"repressors"	1
" ( PROTX0 ,  PROTX0 ,  PROTX0 )  is a potent inhibitor of cyclin - dependent kinases ( "	"inhibitor"	1
" ( PROTX1 )  ,  which is an auxiliary factor for "	""	1
" regulates NER through its interaction with "	"regulates"	1
" on NER both in vitro and in vivo using purified fragments of PROTX1 containing either the "	""	1
" on NER both in vitro and in vivo using purified fragments of PROTX1 containing either the PROTX0 - binding domain (N terminus )  or the "	"binding"	1
" C - terminus fragment to "	""	1
" at repair sites mitigates the inhibitory effect of "	"effect"	1
" to "	""	1
" had no effect on DNA repair ,  and the inhibition of DNA repair by the C terminus of PROTX1 was relieved by the addition of purified "	"inhibition"	1
" and PROTX0 as proteins that interact with "	"interact"	1
" as proteins that interact with "	"interact"	1
"p and the "	""	1
" (mutated in ataxia telangiectasia )  was required for phosphorylation of "	"required"	1
" resides in a complex with PROTX2 and phosphorylated "	"complex"	1
" by the checkpoint kinase PROTX1 may be critical for proper responses to DNA double - strand breaks and may provide a molecular explanation for the role of "	""	1
" also interacts with "	"interacts"	1
" with PROTX0 and "	""	1
" with "	""	1
" and "	""	1
" copurifies with the LTR - binding PROTX2 -  PROTX0 repressor complex ,  the domain of PROTX2 that interacts with PROTX1 is required to repress the HIV - 1 promoter ,  expression of PROTX1 augments repression of the LTR by PROTX2 ,  and the deacetylase inhibitor trichostatin A blocks repression mediated by "	"blocks"	1
" and "	""	1
" recruitment and inhibition of HIV - 1 expression by "	"inhibition"	1
" recruitment and inhibition of HIV - 1 expression by PROTX0 and "	"inhibition"	1
" and "	""	1
" )  is known to be secreted as a phosphoprotein ,  constitutively phosphorylated at PROTX2 ( "	"phosphorylated"	1
" on the properties of glycosylated human PROTX1 ,  we phosphorylated plasma - derived "	"phosphorylated"	1
" showed significant resistance to proteolysis by "	""	1
" - phospho -  "	""	1
" has previously been shown to interact with PROTX1 ,  and we have extended this analysis to show that both PROTX0 and IIbeta interact with "	"interact"	1
" ,  and we have extended this analysis to show that both "	""	1
" (residues 364 - 393 )  is necessary and sufficient for interaction with "	"interaction"	1
" with its receptor ,  the "	""	1
" regulates motility through the interaction of "	"regulates"	1
" regulates motility through the interaction of PROTX0 with its receptor ,  the "	"regulates"	1
" with its receptor ,  the "	""	1
" inhibited preadipocyte attachment to PROTX2 with an IC(50 )  of 13.3 nmol / L ,  and preincubation of "	"inhibited"	1
" and "	""	1
" ,  "	""	1
" ,  PROTX0 ,  PROTX1 kinase PROTX0 ,  poly(A )  - binding protein ,  and adaptor protein "	"binding"	1
" ,  PROTX0 ,  PROTX1 kinase "	""	1
" ,  PROTX0 kinase PROTX0 ,  poly(A )  - binding protein ,  and adaptor protein "	"binding"	1
" ,  PROTX0 kinase "	""	1
" ,  poly(A )  - binding protein ,  and adaptor protein "	"binding"	1
" specifically bound PROTX2 during heat shock ,  preventing assembly of the cap - initiation /  PROTX0 complex and trapping "	"preventing"	1
